id,categoria_id,nombre,descripcion,ingredientes,preparacion,tiempo_minutos,dificultad,imagen_asset,bebida,acompanamiento,video_url
"60","1","Pan de anís","Pan casero aromatizado con anís, suave y ligeramente dulce.","[""1 kg de harina"",""200 g de azúcar"",""2 cucharadas de anís en grano"",""150 g de manteca"",""25 g de levadura"",""2 tazas de agua tibia""]","[""Hervir el anís en una taza de agua y dejar infusionar 10 minutos, luego colar"",""Activar la levadura en agua tibia con azúcar hasta que espume"",""Mezclar la harina con el azúcar, la manteca y la infusión de anís tibia"",""Incorporar la levadura y amasar hasta obtener una masa suave"",""Dejar leudar tapada hasta que doble su volumen"",""Formar los panes y dejarlos reposar 30 minutos en la bandeja"",""Hornear a 190 grados por 20 minutos hasta que doren""]","150","media","/assets/images/recetas/pan_de_anis.jpg","Café pasado",,
"61","1","Pan de yema","Pan dorado y esponjoso elaborado con abundantes yemas de huevo.","[""1 kg de harina"",""10 yemas de huevo"",""200 g de mantequilla"",""180 g de azúcar"",""25 g de levadura"",""1 taza de leche tibia""]","[""Activar la levadura en leche tibia con una cucharada de azúcar"",""Batir las yemas con el azúcar hasta que blanqueen"",""Mezclar la harina con las yemas batidas y la levadura activada"",""Incorporar la mantequilla blanda poco a poco mientras se amasa"",""Amasar hasta que la masa se despegue de las manos y quede elástica"",""Dejar leudar hasta doblar el volumen, formar los panes y leudar otra vez"",""Pincelar con yema y hornear a 180 grados por 20 minutos""]","160","dificil","/assets/images/recetas/pan_de_yema.jpg","Chocolate caliente",,
"62","1","Panqueques con miel","Panqueques esponjosos servidos con miel de abeja y mantequilla.","[""2 tazas de harina"",""2 huevos"",""2 tazas de leche"",""2 cucharadas de azúcar"",""1 cucharada de polvo de hornear"",""40 g de mantequilla""]","[""Mezclar los ingredientes secos: harina, azúcar, polvo de hornear y una pizca de sal"",""Batir aparte los huevos con la leche y la mantequilla derretida"",""Verter los líquidos sobre los secos y mezclar sin batir en exceso"",""Dejar reposar la mezcla 10 minutos para que la harina se hidrate"",""Calentar una sartén antiadherente a fuego medio y engrasarla ligeramente"",""Verter un cucharón de mezcla y cocinar hasta que aparezcan burbujas en la superficie"",""Voltear y cocinar un minuto más, servir apilados con miel y mantequilla""]","30","facil","/assets/images/recetas/panqueques_con_miel.jpg","Leche con café",,
"63","1","Tostadas francesas","Rebanadas de pan remojadas en huevo con leche y doradas en mantequilla.","[""8 rebanadas de pan de molde"",""3 huevos"",""1 taza de leche"",""2 cucharadas de azúcar"",""1 cucharadita de canela"",""40 g de mantequilla""]","[""Batir los huevos con la leche, el azúcar, la canela y una pizca de sal"",""Usar pan del día anterior, que absorbe mejor sin deshacerse"",""Remojar cada rebanada en la mezcla por ambos lados sin dejarla demasiado tiempo"",""Calentar mantequilla en una sartén a fuego medio"",""Dorar las rebanadas 2 minutos por lado hasta que queden doradas"",""Escurrir el exceso de mantequilla sobre papel"",""Servir espolvoreadas con azúcar y canela o con miel""]","20","facil","/assets/images/recetas/tostadas_francesas.jpg","Chocolate caliente",,
"64","1","Queque de plátano","Bizcocho húmedo de plátano maduro con nueces.","[""3 plátanos maduros"",""2 tazas de harina"",""1 taza de azúcar"",""2 huevos"",""120 g de mantequilla"",""1 cucharadita de polvo de hornear""]","[""Aplastar los plátanos bien maduros con un tenedor hasta hacerlos puré"",""Batir la mantequilla con el azúcar hasta que quede cremosa"",""Agregar los huevos uno a uno batiendo entre cada adición"",""Incorporar el puré de plátano y mezclar"",""Añadir la harina cernida con el polvo de hornear en movimientos envolventes"",""Verter en un molde engrasado y enharinado"",""Hornear a 180 grados por 45 minutos hasta que el palillo salga limpio""]","65","facil","/assets/images/recetas/queque_de_platano.jpg","Café con leche",,
"65","1","Bizcocho de naranja","Queque esponjoso aromatizado con ralladura y jugo de naranja.","[""2 tazas de harina"",""1 taza de azúcar"",""3 huevos"",""1/2 taza de jugo de naranja"",""Ralladura de 2 naranjas"",""150 g de mantequilla""]","[""Batir la mantequilla con el azúcar hasta obtener una crema pálida"",""Agregar los huevos uno a uno sin dejar de batir"",""Incorporar la ralladura de naranja para aromatizar la masa"",""Alternar la harina cernida con polvo de hornear y el jugo de naranja"",""Mezclar con movimientos envolventes para no perder aire"",""Verter en un molde engrasado y enharinado"",""Hornear a 180 grados por 40 minutos y dejar enfriar antes de desmoldar""]","60","facil","/assets/images/recetas/bizcocho_de_naranja.jpg","Café pasado",,
"66","1","Mote con queso","Mote sancochado servido caliente con queso fresco, desayuno serrano.","[""2 tazas de mote pelado"",""250 g de queso fresco"",""Sal al gusto"",""1 cucharada de manteca"",""Salsa de ají al gusto"",""Agua para cocinar""]","[""Remojar el mote desde la noche anterior en abundante agua"",""Escurrirlo y cocinarlo en agua nueva con sal"",""Hervir a fuego medio entre una y dos horas hasta que los granos revienten"",""Comprobar que el mote esté suave por dentro y no quede duro al centro"",""Escurrirlo y agregarle una cucharada de manteca para darle brillo"",""Cortar el queso fresco en cubos generosos"",""Servir el mote caliente con el queso encima y salsa de ají al costado""]","120","facil","/assets/images/recetas/mote_con_queso.jpg","Mate de coca","Salsa de ají",
"67","1","Choclo con queso","Choclo serrano sancochado servido con queso fresco y anís.","[""4 choclos serranos"",""300 g de queso fresco"",""1 cucharada de anís"",""1 cucharada de azúcar"",""Sal al gusto"",""Agua para cocinar""]","[""Retirar las pancas del choclo reservando algunas para la cocción"",""Colocar el agua a hervir con las pancas reservadas, anís, azúcar y sal"",""Las pancas en el agua ayudan a que el choclo conserve su sabor dulce"",""Agregar los choclos y cocinar entre 20 y 30 minutos según su tamaño"",""Comprobar el punto pinchando un grano: debe estar tierno pero firme"",""Escurrir los choclos y dejarlos entibiar un momento"",""Servir con una tajada gruesa de queso fresco al costado""]","35","facil","/assets/images/recetas/choclo_con_queso.jpg","Mate de muña",,
"68","1","Mote con chicharrón","Desayuno cusqueño de mote reventado con chicharrón de cerdo crocante.","[""2 tazas de mote pelado"",""500 g de panceta de cerdo"",""1 cebolla roja en pluma"",""4 dientes de ajo molidos"",""1 cucharadita de comino"",""Rocoto picado al gusto""]","[""Remojar el mote desde la noche anterior y cocinarlo hasta que reviente"",""Cortar la panceta en trozos y sazonarla con ajo, comino, sal y pimienta"",""Colocarla en una olla con poca agua y cocinar tapada hasta que el agua se evapore"",""Dejar que la carne se fría en su propia grasa hasta quedar crocante"",""Preparar una ensalada de cebolla en pluma con limón, sal y rocoto picado"",""Escurrir el mote y servirlo caliente en el plato"",""Colocar el chicharrón encima y la ensalada al costado""]","140","media","/assets/images/recetas/mote_con_chicharron.jpg","Mate de coca","Ensalada de cebolla",
"69","1","Habas con queso","Habas frescas sancochadas servidas con queso fresco serrano.","[""1 kg de habas frescas en vaina"",""250 g de queso fresco"",""Sal al gusto"",""1 ramita de hierbabuena"",""Salsa de ají al gusto"",""Agua para cocinar""]","[""Desvainar las habas frescas descartando las que estén muy duras"",""Hervir agua con sal y una ramita de hierbabuena"",""Cocinar las habas entre 15 y 20 minutos hasta que estén tiernas"",""Comprobar el punto aplastando una haba entre los dedos"",""Escurrirlas y dejar que pierdan el exceso de vapor"",""Cortar el queso fresco en cubos"",""Servir las habas tibias con el queso y salsa de ají al costado""]","30","facil","/assets/images/recetas/habas_con_queso.jpg","Mate de muña",,
"70","1","Papa sancochada con queso","Papas andinas sancochadas con queso fresco y salsa de huacatay.","[""8 papas andinas"",""250 g de queso fresco"",""1 atado de huacatay"",""2 ajíes amarillos"",""1/4 taza de aceite"",""Sal al gusto""]","[""Lavar bien las papas y cocinarlas con cáscara en agua con sal"",""Hervir entre 20 y 25 minutos hasta que se pinchen con facilidad"",""Escurrirlas y dejarlas destapadas un momento para que sequen"",""Licuar el huacatay con el ají amarillo, aceite y sal para hacer la salsa"",""Cortar el queso fresco en cubos generosos"",""Servir las papas calientes partidas por la mitad"",""Acompañar con el queso y la salsa de huacatay""]","35","facil","/assets/images/recetas/papa_sancochada_con_queso.jpg","Mate de muña","Salsa de huacatay",
"71","1","Cancha con queso","Maíz chulpe tostado en sartén servido con queso fresco.","[""2 tazas de maíz chulpe"",""250 g de queso fresco"",""3 cucharadas de aceite"",""Sal al gusto"",""Ají en polvo al gusto"",""Agua para remojar""]","[""Calentar una sartén de fondo grueso con un poco de aceite"",""Agregar el maíz chulpe en una sola capa, sin amontonarlo"",""Tapar la sartén y mover constantemente para que no se queme"",""Escuchar cómo revientan los granos y seguir moviendo hasta que doren"",""Retirar cuando la mayoría esté dorada y crocante"",""Salar de inmediato mientras siguen calientes"",""Servir con cubos de queso fresco al costado""]","20","facil","/assets/images/recetas/cancha_con_queso.jpg","Mate de coca",,
"72","1","Chapla con queso","Pan plano cusqueño de harina integral servido con queso y mate.","[""500 g de harina integral"",""250 g de queso fresco"",""15 g de levadura"",""1 cucharadita de sal"",""1 taza de agua tibia"",""2 cucharadas de manteca""]","[""Activar la levadura en agua tibia con una pizca de azúcar"",""Mezclar la harina integral con la sal y la manteca"",""Agregar la levadura activada y amasar hasta obtener una masa suave"",""Dejar leudar tapada durante una hora"",""Formar bolas y aplanarlas con la mano hasta dejarlas delgadas"",""Hornear a 220 grados por 12 minutos hasta que se inflen y doren"",""Servir tibias, abiertas por la mitad, con queso fresco dentro""]","100","media","/assets/images/recetas/chapla_con_queso.jpg","Mate de coca",,
"73","1","Tacacho de desayuno","Bola de plátano verde majado con manteca y chicharrón, versión de mañana.","[""4 plátanos verdes"",""150 g de chicharrón de cerdo"",""3 cucharadas de manteca"",""Sal al gusto"",""1 cebolla en pluma"",""Ají charapita al gusto""]","[""Asar los plátanos verdes con cáscara sobre la brasa o parrilla"",""Pelarlos mientras siguen calientes, que es cuando se majan mejor"",""Machacarlos en un batán o mortero hasta obtener una masa gruesa"",""Agregar la manteca de cerdo y el chicharrón picado"",""Mezclar hasta que la masa quede homogénea y sazonar con sal"",""Formar bolas compactas del tamaño de un puño"",""Servir con una ensalada de cebolla con ají charapita""]","40","media","/assets/images/recetas/tacacho_de_desayuno.jpg","Chapo","Ensalada de cebolla",
"74","1","Juane pequeño de desayuno","Versión reducida del juane amazónico, ideal para la mañana.","[""2 tazas de arroz cocido"",""300 g de pollo deshilachado"",""4 huevos"",""Hojas de bijao"",""1 cucharadita de palillo"",""Aceitunas al gusto""]","[""Cocinar el pollo con ajo, sal y palillo hasta que esté suave y deshilacharlo"",""Cocinar el arroz en el caldo del pollo para que tome color y sabor"",""Batir los huevos y mezclarlos con el arroz caliente"",""Ablandar las hojas de bijao pasándolas por calor"",""Colocar una porción pequeña de arroz sobre la hoja"",""Poner pollo, medio huevo duro y una aceituna al centro, y envolver"",""Amarrar y hervir 30 minutos, servir caliente en su hoja""]","70","media","/assets/images/recetas/juane_pequeno_de_desayuno.jpg","Chapo",,
"75","1","Plátano asado con queso","Plátano maduro asado abierto y relleno de queso derretido.","[""4 plátanos maduros"",""200 g de queso fresco"",""2 cucharadas de mantequilla"",""1 cucharadita de canela"",""2 cucharadas de azúcar"",""Sal al gusto""]","[""Elegir plátanos bien maduros, con la cáscara oscura"",""Hacer un corte a lo largo sin llegar a separar las mitades"",""Colocarlos en una fuente con la cáscara hacia abajo"",""Rellenar la abertura con queso fresco en bastones y un poco de mantequilla"",""Espolvorear azúcar y canela por encima"",""Hornear a 200 grados por 20 minutos hasta que el queso se derrita"",""Servir caliente dentro de la propia cáscara""]","30","facil","/assets/images/recetas/platano_asado_con_queso.jpg","Chapo",,
"76","1","Caldo blanco","Caldo ligero y claro de res con papa y huevo, típico desayuno andino.","[""600 g de carne de res con hueso"",""4 papas enteras"",""4 huevos"",""1 cebolla en cuartos"",""Hierbabuena al gusto"",""Sal al gusto""]","[""Colocar la carne con hueso en una olla con agua fría y sal"",""Llevar a hervor lento retirando la espuma para que el caldo quede claro"",""Agregar la cebolla en cuartos y cocinar a fuego bajo una hora y media"",""Incorporar las papas enteras y cocinar hasta que estén tiernas"",""Escalfar los huevos directamente en el caldo caliente"",""Rectificar la sal sin sobrecargar, el caldo debe quedar suave"",""Servir con hierbabuena picada y ají al gusto""]","120","facil","/assets/images/recetas/caldo_blanco.jpg","Mate de coca","Pan francés",
"77","1","Caldo de cabeza","Caldo sustancioso de cabeza de cordero con mote y hierbabuena.","[""1 cabeza de cordero en trozos"",""1 taza de mote cocido"",""3 papas en trozos"",""1 cebolla picada"",""Hierbabuena al gusto"",""1 trozo de kion""]","[""Limpiar muy bien la cabeza de cordero y partirla en trozos manejables"",""Hervirla brevemente y desechar esa primera agua para limpiar el caldo"",""Colocar en agua nueva con kion, cebolla y sal"",""Cocinar a fuego bajo durante dos horas retirando la espuma"",""Agregar el mote ya cocido y las papas en trozos"",""Continuar la cocción hasta que la papa esté tierna"",""Servir bien caliente con hierbabuena picada y limón al gusto""]","170","media","/assets/images/recetas/caldo_de_cabeza.jpg","Mate de coca","Cancha tostada",
"78","1","Sopa de sémola","Sopa suave de sémola con leche y huevo, ideal para niños.","[""1/2 taza de sémola"",""1 litro de leche"",""2 huevos"",""2 cucharadas de mantequilla"",""2 cucharadas de azúcar"",""Canela al gusto""]","[""Calentar la leche con la canela a fuego medio sin dejar que hierva fuerte"",""Tostar ligeramente la sémola en una sartén con mantequilla"",""Verter la sémola en la leche caliente en forma de lluvia mientras se remueve"",""Remover constantemente para evitar que se formen grumos"",""Cocinar 8 minutos hasta que espese ligeramente"",""Batir los huevos y verterlos en hilo removiendo con energía"",""Endulzar al gusto y servir caliente""]","20","facil","/assets/images/recetas/sopa_de_semola.jpg","Café con leche","Pan francés",
"79","1","Arroz con leche","Arroz cocido en leche con canela, clavo y pasas.","[""1 taza de arroz"",""1 litro de leche"",""1 taza de azúcar"",""1 palito de canela"",""4 clavos de olor"",""1/2 taza de pasas""]","[""Hervir el arroz en agua con canela y clavo hasta que esté medio cocido"",""Escurrir el exceso de agua dejando el arroz húmedo"",""Agregar la leche y cocinar a fuego bajo removiendo con frecuencia"",""Mantener el fuego bajo para que la leche no se corte ni se pegue"",""Cuando el arroz esté suave, incorporar el azúcar y las pasas"",""Cocinar 10 minutos más hasta que espese, recordando que espesa al enfriar"",""Servir tibio o frío espolvoreado con canela molida""]","50","facil","/assets/images/recetas/arroz_con_leche.jpg","Café pasado",,
"80","1","Mazamorra de calabaza","Postre-desayuno cremoso de zapallo con leche, canela y azúcar.","[""1 kg de zapallo macre"",""1 litro de leche"",""1 taza de azúcar"",""1 palito de canela"",""4 clavos de olor"",""3 cucharadas de chuño""]","[""Pelar el zapallo y cortarlo en cubos grandes"",""Cocinarlo en poca agua con canela y clavo hasta que se deshaga"",""Aplastar el zapallo hasta obtener un puré sin grumos"",""Agregar la leche y el azúcar, y cocinar removiendo a fuego bajo"",""Disolver el chuño en un poco de leche fría"",""Verterlo en hilo sobre la mazamorra removiendo sin parar hasta que espese"",""Servir tibia espolvoreada con canela molida""]","45","facil","/assets/images/recetas/mazamorra_de_calabaza.jpg","Leche con café",,
"81","1","Champús","Bebida-postre espesa de mote, membrillo y piña con chancaca.","[""1 taza de mote cocido"",""2 membrillos"",""1 piña"",""200 g de chancaca"",""1 palito de canela"",""3 cucharadas de harina de maíz""]","[""Cocinar el membrillo y la cáscara de piña en agua con canela y clavo"",""Colar esa infusión aromática y reservarla"",""Disolver la harina de maíz en agua fría para que no forme grumos"",""Verterla en la infusión caliente removiendo constantemente hasta espesar"",""Agregar la chancaca derretida y colada"",""Incorporar el mote cocido y la fruta picada en cubos"",""Cocinar 10 minutos más y servir caliente en taza""]","60","media","/assets/images/recetas/champus.jpg",,,
"82","1","Pan con salchicha de Huacho y papa","Plato de salchicha huachana con papa dorada y huevo.","[""400 g de salchicha huachana"",""4 papas en cubos"",""4 huevos"",""4 panes franceses"",""1 cebolla picada"",""Culantro picado""]","[""Sancochar las papas en cubos hasta que estén tiernas y escurrirlas"",""Retirar la tripa de la salchicha y desmenuzarla"",""Cocinarla en sartén a fuego medio hasta que suelte su grasa anaranjada"",""Agregar las papas en cubos y dorarlas en esa grasa"",""Batir los huevos y verterlos sobre la mezcla, revolviendo hasta cuajar"",""Rectificar la sal y añadir culantro picado"",""Servir caliente con pan francés al costado""]","30","facil","/assets/images/recetas/pan_con_salchicha_de_huacho_y_papa.jpg","Café con leche","Pan francés",
"83","1","Tortilla de espinaca","Tortilla de huevo con espinaca salteada y queso.","[""6 huevos"",""2 tazas de espinaca"",""150 g de queso fresco"",""1/2 cebolla picada"",""2 cucharadas de aceite"",""Sal al gusto""]","[""Lavar bien la espinaca y blanquearla 1 minuto en agua hirviendo"",""Escurrirla y exprimirla con las manos para quitar toda el agua"",""Picarla y saltearla con cebolla y ajo hasta que pierda humedad"",""Batir los huevos con sal, pimienta y una pizca de nuez moscada"",""Mezclar la espinaca y el queso desmenuzado con el huevo batido"",""Verter en sartén caliente y cocinar a fuego bajo hasta que cuaje la base"",""Voltear con ayuda de un plato y dorar del otro lado""]","25","facil","/assets/images/recetas/tortilla_de_espinaca.jpg","Jugo de naranja","Pan francés",
"84","1","Revuelto de champiñones","Huevos revueltos con champiñones salteados y perejil.","[""6 huevos"",""250 g de champiñones en láminas"",""2 cucharadas de mantequilla"",""2 dientes de ajo picados"",""Perejil picado"",""Pimienta al gusto""]","[""Limpiar los champiñones con un paño húmedo, sin lavarlos bajo el chorro"",""Cortarlos en láminas y saltearlos en sartén muy caliente sin sal"",""Esperar a que suelten el agua y se evapore antes de agregar sal"",""Agregar el ajo picado y cocinar un minuto más"",""Batir los huevos con sal y pimienta"",""Bajar el fuego, verter los huevos y remover suavemente hasta cuajar"",""Terminar con perejil picado y servir con pan tostado""]","20","facil","/assets/images/recetas/revuelto_de_champinones.jpg","Café pasado","Pan tostado",
"85","1","Pan con chicharrón de prensa","Pan francés con chicharrón de prensa y salsa criolla.","[""4 panes franceses"",""300 g de chicharrón de prensa"",""1 cebolla roja en pluma"",""2 limones"",""1 ají limo picado"",""Culantro picado""]","[""Cortar el chicharrón de prensa en rodajas delgadas"",""Dorarlas en una sartén caliente sin agregar aceite"",""Dejar que suelten su propia grasa y queden crocantes en los bordes"",""Tostar el pan abierto en esa misma sartén"",""Preparar salsa criolla con cebolla en pluma, limón, ají limo y culantro"",""Colocar las rodajas de chicharrón dentro del pan"",""Coronar con la salsa criolla escurrida y servir""]","20","facil","/assets/images/recetas/pan_con_chicharron_de_prensa.jpg","Café pasado",,
"86","1","Pan con queso y tomate","Pan tostado con queso fresco, tomate en rodajas y orégano.","[""4 panes franceses"",""250 g de queso fresco"",""2 tomates en rodajas"",""2 cucharadas de aceite de oliva"",""Orégano al gusto"",""Sal al gusto""]","[""Cortar el tomate en rodajas y escurrirlas un momento sobre papel"",""Cortar el queso fresco en láminas del mismo grosor"",""Abrir el pan francés y tostarlo hasta que la corteza quede crocante"",""Rociar la miga con un poco de aceite de oliva"",""Acomodar las láminas de queso sobre el pan"",""Colocar las rodajas de tomate encima"",""Salar, espolvorear orégano y servir""]","12","facil","/assets/images/recetas/pan_con_queso_y_tomate.jpg","Café con leche",,
"87","1","Pan con huevo y queso","Pan relleno de huevo frito con queso derretido encima.","[""4 panes franceses"",""4 huevos"",""200 g de queso edam"",""2 cucharadas de mantequilla"",""Sal al gusto"",""Pimienta al gusto""]","[""Freír los huevos en mantequilla dejando la yema líquida"",""Colocar una lonja de queso sobre el huevo aún en la sartén"",""Tapar la sartén un minuto para que el queso se derrita con el vapor"",""Abrir el pan francés y tostarlo ligeramente"",""Trasladar con cuidado el huevo con queso al pan"",""Salpimentar al gusto"",""Cerrar el pan y servir de inmediato""]","15","facil","/assets/images/recetas/pan_con_huevo_y_queso.jpg","Café con leche",,
"88","1","Croissant con jamón y queso","Croissant caliente relleno de jamón y queso derretido.","[""4 croissants"",""8 lonjas de jamón"",""8 lonjas de queso"",""2 cucharadas de mantequilla"",""Orégano al gusto"",""Pimienta al gusto""]","[""Abrir los croissants por la mitad sin separarlos del todo"",""Untar una capa muy fina de mantequilla en el interior"",""Colocar las lonjas de jamón dobladas para dar volumen"",""Agregar el queso encima del jamón"",""Espolvorear un poco de orégano y pimienta"",""Hornear a 180 grados por 8 minutos hasta que el queso se derrita"",""Servir caliente mientras el croissant sigue crocante""]","15","facil","/assets/images/recetas/croissant_con_jamon_y_queso.jpg","Café con leche",,
"89","1","Yogurt con granola y fruta","Bowl de yogurt natural con granola casera y fruta fresca.","[""2 tazas de yogurt natural"",""1 taza de granola"",""1 plátano en rodajas"",""1 taza de fresas"",""2 cucharadas de miel"",""1 cucharada de semillas de chía""]","[""Lavar y cortar las fresas en cuartos y el plátano en rodajas"",""Colocar el yogurt natural en el fondo del bowl"",""Agregar una capa de granola sin mezclarla, para que se mantenga crocante"",""Acomodar la fruta fresca encima ordenada por tipo"",""Espolvorear las semillas de chía"",""Rociar con miel al gusto"",""Servir de inmediato para que la granola no se ablande""]","10","facil","/assets/images/recetas/yogurt_con_granola_y_fruta.jpg","Jugo de naranja",,
"90","1","Ensalada de frutas","Mezcla de frutas frescas de estación con miel y yogurt.","[""1 papaya pequeña"",""2 plátanos"",""1 taza de piña en cubos"",""1 manzana"",""2 cucharadas de miel"",""1 taza de yogurt""]","[""Lavar y pelar todas las frutas antes de empezar a cortarlas"",""Cortar la papaya y la piña en cubos del mismo tamaño"",""Cortar la manzana con cáscara y rociarla con limón para que no se oxide"",""Cortar el plátano al final para que no se ponga oscuro"",""Mezclar todas las frutas en un bowl con movimientos suaves"",""Agregar la miel y mezclar con cuidado"",""Servir con yogurt encima y granola si se desea""]","15","facil","/assets/images/recetas/ensalada_de_frutas.jpg","Jugo surtido",,
"91","1","Avena con manzana","Bowl de avena cocida con manzana rallada y canela.","[""1 taza de avena en hojuelas"",""2 tazas de leche"",""2 manzanas ralladas"",""1 cucharadita de canela"",""2 cucharadas de miel"",""1/4 taza de pasas""]","[""Calentar la leche con la canela a fuego medio"",""Agregar la avena en hojuelas removiendo para que no se apelmace"",""Cocinar 6 minutos removiendo hasta que espese"",""Rallar las manzanas con cáscara e incorporarlas a la olla"",""Cocinar 3 minutos más para que la manzana se integre"",""Agregar las pasas y endulzar con miel"",""Servir caliente en bowl con un poco de canela espolvoreada""]","20","facil","/assets/images/recetas/avena_con_manzana.jpg","Café pasado",,
"92","1","Pan con salchicha y palta","Pan con salchicha dorada, palta aplastada y salsa criolla.","[""4 panes franceses"",""4 salchichas"",""2 paltas maduras"",""1 cebolla roja en pluma"",""2 limones"",""Sal al gusto""]","[""Hacer cortes diagonales a las salchichas y dorarlas en sartén"",""Aplastar la palta con sal, pimienta y unas gotas de limón"",""Preparar salsa criolla con cebolla en pluma, limón y sal"",""Abrir el pan francés y tostarlo ligeramente"",""Untar la palta en la base del pan"",""Colocar la salchicha dorada encima"",""Terminar con la salsa criolla y cerrar el pan""]","18","facil","/assets/images/recetas/pan_con_salchicha_y_palta.jpg","Chicha morada",,
"93","1","Tostada con palta y tomate","Pan integral tostado con palta, tomate cherry y aceite de oliva.","[""4 rebanadas de pan integral"",""2 paltas maduras"",""1 taza de tomates cherry"",""2 cucharadas de aceite de oliva"",""1 limón"",""Pimienta al gusto""]","[""Tostar las rebanadas de pan integral hasta que queden firmes"",""Aplastar la palta con sal, pimienta y jugo de limón"",""Cortar los tomates cherry por la mitad"",""Untar la palta generosamente sobre el pan tostado"",""Acomodar los tomates cherry encima"",""Rociar con aceite de oliva y pimienta recién molida"",""Servir de inmediato para que la tostada no se ablande""]","12","facil","/assets/images/recetas/tostada_con_palta_y_tomate.jpg","Jugo verde",,
"94","1","Pan con frejol","Pan francés untado con frejol refrito y queso fresco.","[""4 panes franceses"",""2 tazas de frejol cocido"",""200 g de queso fresco"",""1 cebolla picada"",""2 cucharadas de ají panca molido"",""3 cucharadas de aceite""]","[""Preparar un aderezo con cebolla, ajo y ají panca hasta que suelte su aceite"",""Agregar los frejoles cocidos y escurridos"",""Aplastarlos con una cuchara mientras se fríen para formar una pasta"",""Cocinar removiendo hasta que espese y se despegue de la sartén"",""Abrir el pan francés y tostarlo ligeramente"",""Untar el frejol refrito generosamente"",""Colocar láminas de queso fresco encima y cerrar el pan""]","25","facil","/assets/images/recetas/pan_con_frejol.jpg","Café pasado",,
"95","1","Sánguche de chicharrón","El clásico sánguche limeño de chicharrón con camote y salsa criolla.","[""4 panes franceses"",""500 g de panceta de cerdo"",""2 camotes en rodajas"",""1 cebolla roja en pluma"",""2 limones"",""1 ají limo picado""]","[""Cortar la panceta en trozos y sazonarla con ajo, comino, sal y pimienta"",""Cocinarla en olla con poca agua hasta que el agua se evapore"",""Dejar que se fría en su propia grasa hasta quedar dorada y crocante"",""Freír las rodajas de camote en esa misma grasa hasta caramelizar"",""Preparar salsa criolla con cebolla en pluma, limón, ají limo y culantro"",""Abrir el pan y colocar las rodajas de camote en la base"",""Poner el chicharrón encima, coronar con salsa criolla y cerrar""]","75","media","/assets/images/recetas/sanguche_de_chicharron.jpg","Chicha morada",,
"96","1","Sánguche de pollo a la brasa","Pan con pollo a la brasa deshilachado, lechuga y crema de ají.","[""4 panes francés"",""400 g de pollo a la brasa"",""4 hojas de lechuga"",""1/2 taza de crema de ají amarillo"",""1 tomate en rodajas"",""1/4 taza de mayonesa""]","[""Deshuesar el pollo a la brasa y deshilacharlo aprovechando la piel dorada"",""Calentarlo brevemente en sartén para que recupere su textura"",""Licuar ají amarillo con mayonesa, un poco de leche y sal para la crema"",""Abrir el pan francés y untar la crema de ají en la base"",""Colocar una hoja de lechuga bien seca"",""Acomodar el pollo deshilachado y las rodajas de tomate"",""Cerrar el pan y servir de inmediato""]","18","facil","/assets/images/recetas/sanguche_de_pollo_a_la_brasa.jpg","Chicha morada",,
"97","1","Sánguche de lomo saltado","Pan francés relleno de lomo saltado con papas al hilo.","[""4 panes franceses"",""400 g de lomo de res en tiras"",""1 cebolla roja en pluma"",""2 tomates en gajos"",""3 cucharadas de sillao"",""1 taza de papas al hilo""]","[""Cortar el lomo en tiras y sazonarlo con sal, pimienta y comino"",""Calentar el wok a fuego muy alto hasta que humee"",""Sellar la carne por tandas para que dore en lugar de hervir"",""Agregar la cebolla y el tomate, y saltear a fuego vivo"",""Verter el sillao y el vinagre, y mezclar rápido"",""Abrir el pan francés y rellenarlo con el saltado caliente"",""Coronar con papas al hilo y cerrar el pan""]","30","media","/assets/images/recetas/sanguche_de_lomo_saltado.jpg","Chicha morada",,
"98","1","Sánguche de pescado frito","Pan con filete de pescado frito, lechuga y salsa tártara.","[""4 panes franceses"",""4 filetes pequeños de pescado"",""1 taza de pan molido"",""1 huevo batido"",""1/2 taza de salsa tártara"",""4 hojas de lechuga""]","[""Sazonar los filetes con sal, pimienta, ajo y limón"",""Pasarlos por harina, luego por huevo batido y finalmente por pan molido"",""Freírlos en aceite caliente 3 minutos por lado hasta dorar"",""Escurrirlos sobre papel absorbente"",""Abrir el pan y untar salsa tártara en la base"",""Colocar la lechuga y encima el filete de pescado"",""Agregar unas gotas de limón y cerrar el pan""]","30","facil","/assets/images/recetas/sanguche_de_pescado_frito.jpg","Chicha morada",,
"99","1","Sánguche de chicharrón de pollo","Pan con trozos de pollo apanado crocante y salsa criolla.","[""4 panes franceses"",""400 g de pollo en trozos"",""1 taza de chuño"",""2 cucharadas de sillao"",""1 cebolla roja en pluma"",""2 limones""]","[""Cortar el pollo en trozos del tamaño del pan"",""Marinarlos con sillao, kion rallado, ajo, sal y pimienta"",""Pasarlos por chuño presionando para que la costra se adhiera"",""Freírlos en abundante aceite caliente hasta que queden dorados"",""Escurrirlos sobre rejilla para mantener la crocancia"",""Preparar salsa criolla con cebolla en pluma, limón y ají limo"",""Rellenar el pan con el chicharrón y coronar con salsa criolla""]","35","facil","/assets/images/recetas/sanguche_de_chicharron_de_pollo.jpg","Chicha morada",,
